"Report: Workstation Report"
"Vendor: Landmark"
"Features: All"
"Locations: All"
"Assets: All"
"Workcenters: All"
"Date Range: 2025-10-01 → 2026-03-31"

"Feature","Date/Bucket","Avg Used (rounded (actual))","Avg Total (rounded (actual))","Max Total","Filtered WS Count","Filtered Workstations","All WS Count","All Workstations"
"DSGEOLINTRP","2026-03-18","73 (72.69)","237 (237.00)","237","85","AAAB-INTWS113; AAAB-INTWS114; AAAB-INTWS126; CHNB-INTWS021; DDNB-FRBWS102; DDNB-FRBWS119; DDNI-GEOLD402; DDNI-GEOLD408; DDNI-GEOWS060; DDNI-GEOWS135; DDNI-GEOWS174; DDNI-GEOWS204; DDNI-GEOWS208; DDNI-GEOWS217; DDNI-GEOWS219; DDNI-KDMWS131; DDNI-KDMWS199; MUMB-INTWS003; MUMB-INTWS036; MUMB-INTWS045; RJYB-INTWS006; RJYB-INTWS007; RJYB-INTWS008; RJYB-INTWS009; RJYB-INTWS010; RJYB-INTWS011; RJYB-INTWS012; RJYB-INTWS013; RJYB-INTWS014; RJYB-INTWS015; RJYB-INTWS016; RJYB-INTWS021; RJYB-INTWS023; RJYB-INTWS028; RJYB-INTWS029; RJYB-INTWS033; RJYB-INTWS036; RJYB-INTWS037; RJYB-INTWS041; RJYB-INTWS043; RJYB-INTWS045; brdb-intws103; brdb-intws104; brdb-intws105; brdb-intws110; brdb-intws112; brdb-intws113; brdb-intws114; brdb-intws118; brdb-intws119; brdb-intws120; brdb-intws121; brdb-intws124; brdb-intws125; brdb-intws128; brdb-intws129; brdb-intws130; brdb-intws131; brdb-intws133; brdb-intws135; brdb-intws136; brdb-intws139; chnb-intws001; chnb-intws003; chnb-intws005; chnb-intws006; chnb-intws009; chnb-intws010; chnb-intws012; chnb-intws014; chnb-intws017; chnb-intws018; chnb-intws026; kolb-intws202; kolb-intws206; kolb-intws212; kolb-intws227; mumb-intws009; mumb-intws043; mumb-intws049; mumb-intws074; mumb-intws086; mumb-intws089; mumb-intws091; mumb-intws095","85","AAAB-INTWS113; AAAB-INTWS114; AAAB-INTWS126; CHNB-INTWS021; DDNB-FRBWS102; DDNB-FRBWS119; DDNI-GEOLD402; DDNI-GEOLD408; DDNI-GEOWS060; DDNI-GEOWS135; DDNI-GEOWS174; DDNI-GEOWS204; DDNI-GEOWS208; DDNI-GEOWS217; DDNI-GEOWS219; DDNI-KDMWS131; DDNI-KDMWS199; MUMB-INTWS003; MUMB-INTWS036; MUMB-INTWS045; RJYB-INTWS006; RJYB-INTWS007; RJYB-INTWS008; RJYB-INTWS009; RJYB-INTWS010; RJYB-INTWS011; RJYB-INTWS012; RJYB-INTWS013; RJYB-INTWS014; RJYB-INTWS015; RJYB-INTWS016; RJYB-INTWS021; RJYB-INTWS023; RJYB-INTWS028; RJYB-INTWS029; RJYB-INTWS033; RJYB-INTWS036; RJYB-INTWS037; RJYB-INTWS041; RJYB-INTWS043; RJYB-INTWS045; brdb-intws103; brdb-intws104; brdb-intws105; brdb-intws110; brdb-intws112; brdb-intws113; brdb-intws114; brdb-intws118; brdb-intws119; brdb-intws120; brdb-intws121; brdb-intws124; brdb-intws125; brdb-intws128; brdb-intws129; brdb-intws130; brdb-intws131; brdb-intws133; brdb-intws135; brdb-intws136; brdb-intws139; chnb-intws001; chnb-intws003; chnb-intws005; chnb-intws006; chnb-intws009; chnb-intws010; chnb-intws012; chnb-intws014; chnb-intws017; chnb-intws018; chnb-intws026; kolb-intws202; kolb-intws206; kolb-intws212; kolb-intws227; mumb-intws009; mumb-intws043; mumb-intws049; mumb-intws074; mumb-intws086; mumb-intws089; mumb-intws091; mumb-intws095"
"DSGEOLINTRP","2026-03-19","36 (35.80)","237 (237.00)","237","50","AAAB-INTWS113; AAAB-INTWS132; CHNB-INTWS021; DDNB-FRBWS110; DDNB-FRBWS119; DDNI-GEOLD408; DDNI-GEOWS135; DDNI-GEOWS178; DDNI-GEOWS204; DDNI-GEOWS217; DDNI-GEOWS219; DDNI-KDMWS058; MUMB-INTWS010; MUMB-INTWS036; MUMB-INTWS044; MUMB-INTWS045; RJYB-INTWS013; RJYB-INTWS014; RJYB-INTWS015; RJYB-INTWS021; RJYB-INTWS037; brdb-intws103; brdb-intws104; brdb-intws110; brdb-intws113; brdb-intws114; brdb-intws118; brdb-intws119; brdb-intws124; brdb-intws128; brdb-intws129; brdb-intws130; brdb-intws131; brdb-intws134; brdb-intws136; brdb-intws140; chnb-intws005; chnb-intws006; chnb-intws010; chnb-intws017; kolb-intws212; kolb-intws227; mumb-intws009; mumb-intws043; mumb-intws049; mumb-intws085; mumb-intws086; mumb-intws089; mumb-intws090; mumb-intws091","50","AAAB-INTWS113; AAAB-INTWS132; CHNB-INTWS021; DDNB-FRBWS110; DDNB-FRBWS119; DDNI-GEOLD408; DDNI-GEOWS135; DDNI-GEOWS178; DDNI-GEOWS204; DDNI-GEOWS217; DDNI-GEOWS219; DDNI-KDMWS058; MUMB-INTWS010; MUMB-INTWS036; MUMB-INTWS044; MUMB-INTWS045; RJYB-INTWS013; RJYB-INTWS014; RJYB-INTWS015; RJYB-INTWS021; RJYB-INTWS037; brdb-intws103; brdb-intws104; brdb-intws110; brdb-intws113; brdb-intws114; brdb-intws118; brdb-intws119; brdb-intws124; brdb-intws128; brdb-intws129; brdb-intws130; brdb-intws131; brdb-intws134; brdb-intws136; brdb-intws140; chnb-intws005; chnb-intws006; chnb-intws010; chnb-intws017; kolb-intws212; kolb-intws227; mumb-intws009; mumb-intws043; mumb-intws049; mumb-intws085; mumb-intws086; mumb-intws089; mumb-intws090; mumb-intws091"
"DSGEOLINTRP","2026-03-20","44 (44.08)","237 (237.00)","237","53","AAAB-INTWS113; AAAB-INTWS132; AAAB-INTWS143; DDNB-FRBWS110; DDNB-FRBWS119; DDNI-GEOLD408; DDNI-GEOWS135; DDNI-GEOWS178; DDNI-GEOWS204; DDNI-GEOWS217; DDNI-GEOWS219; DDNI-KDMWS131; MUMB-INTWS036; MUMB-INTWS044; MUMB-INTWS045; MUMB-INTWS072; MUMB-INTWS092; RJYB-INTWS010; RJYB-INTWS013; RJYB-INTWS014; RJYB-INTWS015; RJYB-INTWS021; RJYB-INTWS037; brdb-intws104; brdb-intws110; brdb-intws113; brdb-intws114; brdb-intws118; brdb-intws119; brdb-intws120; brdb-intws124; brdb-intws125; brdb-intws128; brdb-intws129; brdb-intws130; brdb-intws131; brdb-intws134; brdb-intws136; brdb-intws140; kolb-intws202; kolb-intws206; kolb-intws212; kolb-intws227; mumb-intws009; mumb-intws043; mumb-intws049; mumb-intws085; mumb-intws086; mumb-intws087; mumb-intws089; mumb-intws090; mumb-intws091; mumb-intws095","53","AAAB-INTWS113; AAAB-INTWS132; AAAB-INTWS143; DDNB-FRBWS110; DDNB-FRBWS119; DDNI-GEOLD408; DDNI-GEOWS135; DDNI-GEOWS178; DDNI-GEOWS204; DDNI-GEOWS217; DDNI-GEOWS219; DDNI-KDMWS131; MUMB-INTWS036; MUMB-INTWS044; MUMB-INTWS045; MUMB-INTWS072; MUMB-INTWS092; RJYB-INTWS010; RJYB-INTWS013; RJYB-INTWS014; RJYB-INTWS015; RJYB-INTWS021; RJYB-INTWS037; brdb-intws104; brdb-intws110; brdb-intws113; brdb-intws114; brdb-intws118; brdb-intws119; brdb-intws120; brdb-intws124; brdb-intws125; brdb-intws128; brdb-intws129; brdb-intws130; brdb-intws131; brdb-intws134; brdb-intws136; brdb-intws140; kolb-intws202; kolb-intws206; kolb-intws212; kolb-intws227; mumb-intws009; mumb-intws043; mumb-intws049; mumb-intws085; mumb-intws086; mumb-intws087; mumb-intws089; mumb-intws090; mumb-intws091; mumb-intws095"
"DSGEOLINTRP","2026-03-21","12 (12.02)","237 (237.00)","237","14","DDNB-FRBWS119; DDNI-GEOWS135; DDNI-GEOWS204; DDNI-GEOWS208; DDNI-GEOWS217; DDNI-GEOWS219; RJYB-INTWS010; RJYB-INTWS013; RJYB-INTWS014; RJYB-INTWS015; RJYB-INTWS021; RJYB-INTWS037; brdb-intws126; brdb-intws129","14","DDNB-FRBWS119; DDNI-GEOWS135; DDNI-GEOWS204; DDNI-GEOWS208; DDNI-GEOWS217; DDNI-GEOWS219; RJYB-INTWS010; RJYB-INTWS013; RJYB-INTWS014; RJYB-INTWS015; RJYB-INTWS021; RJYB-INTWS037; brdb-intws126; brdb-intws129"
"DSGEOLINTRP","2026-03-22","15 (14.78)","237 (237.00)","237","19","CHNB-INTWS021; DDNB-FRBWS119; DDNI-GEOWS135; DDNI-GEOWS204; DDNI-GEOWS217; DDNI-GEOWS219; RJYB-INTWS009; RJYB-INTWS013; RJYB-INTWS014; RJYB-INTWS015; RJYB-INTWS021; RJYB-INTWS027; RJYB-INTWS037; brdb-intws114; brdb-intws129; chnb-intws003; chnb-intws005; chnb-intws010; chnb-intws017","19","CHNB-INTWS021; DDNB-FRBWS119; DDNI-GEOWS135; DDNI-GEOWS204; DDNI-GEOWS217; DDNI-GEOWS219; RJYB-INTWS009; RJYB-INTWS013; RJYB-INTWS014; RJYB-INTWS015; RJYB-INTWS021; RJYB-INTWS027; RJYB-INTWS037; brdb-intws114; brdb-intws129; chnb-intws003; chnb-intws005; chnb-intws010; chnb-intws017"
"DSGEOLINTRP","2026-03-23","52 (51.67)","237 (237.00)","237","74","AAAB-GPSWS04; AAAB-INTWS113; AAAB-INTWS123; AAAB-INTWS127; AAAB-INTWS143; CHNB-INTWS021; DDNB-FRBWS110; DDNB-FRBWS119; DDNI-GEOWS060; DDNI-GEOWS135; DDNI-GEOWS178; DDNI-GEOWS196; DDNI-GEOWS204; DDNI-GEOWS212; DDNI-GEOWS217; DDNI-GEOWS219; DDNI-GEOWS225; DDNI-GEOWS237; MUMB-INTWS003; MUMB-INTWS044; MUMB-INTWS080; MUMB-INTWS092; RJYB-INTWS006; RJYB-INTWS007; RJYB-INTWS008; RJYB-INTWS009; RJYB-INTWS010; RJYB-INTWS011; RJYB-INTWS012; RJYB-INTWS013; RJYB-INTWS014; RJYB-INTWS015; RJYB-INTWS021; RJYB-INTWS023; RJYB-INTWS027; RJYB-INTWS028; RJYB-INTWS029; RJYB-INTWS033; RJYB-INTWS037; RJYB-INTWS038; RJYB-INTWS041; brdb-intws104; brdb-intws113; brdb-intws116; brdb-intws118; brdb-intws119; brdb-intws121; brdb-intws124; brdb-intws125; brdb-intws128; brdb-intws129; brdb-intws131; brdb-intws136; chnb-intws001; chnb-intws003; chnb-intws005; chnb-intws006; chnb-intws010; chnb-intws011; chnb-intws012; chnb-intws014; chnb-intws017; chnb-intws018; chnb-intws026; kolb-intws212; kolb-intws227; mumb-intws043; mumb-intws046; mumb-intws049; mumb-intws050; mumb-intws076; mumb-intws089; mumb-intws097; rjyb-intws005","74","AAAB-GPSWS04; AAAB-INTWS113; AAAB-INTWS123; AAAB-INTWS127; AAAB-INTWS143; CHNB-INTWS021; DDNB-FRBWS110; DDNB-FRBWS119; DDNI-GEOWS060; DDNI-GEOWS135; DDNI-GEOWS178; DDNI-GEOWS196; DDNI-GEOWS204; DDNI-GEOWS212; DDNI-GEOWS217; DDNI-GEOWS219; DDNI-GEOWS225; DDNI-GEOWS237; MUMB-INTWS003; MUMB-INTWS044; MUMB-INTWS080; MUMB-INTWS092; RJYB-INTWS006; RJYB-INTWS007; RJYB-INTWS008; RJYB-INTWS009; RJYB-INTWS010; RJYB-INTWS011; RJYB-INTWS012; RJYB-INTWS013; RJYB-INTWS014; RJYB-INTWS015; RJYB-INTWS021; RJYB-INTWS023; RJYB-INTWS027; RJYB-INTWS028; RJYB-INTWS029; RJYB-INTWS033; RJYB-INTWS037; RJYB-INTWS038; RJYB-INTWS041; brdb-intws104; brdb-intws113; brdb-intws116; brdb-intws118; brdb-intws119; brdb-intws121; brdb-intws124; brdb-intws125; brdb-intws128; brdb-intws129; brdb-intws131; brdb-intws136; chnb-intws001; chnb-intws003; chnb-intws005; chnb-intws006; chnb-intws010; chnb-intws011; chnb-intws012; chnb-intws014; chnb-intws017; chnb-intws018; chnb-intws026; kolb-intws212; kolb-intws227; mumb-intws043; mumb-intws046; mumb-intws049; mumb-intws050; mumb-intws076; mumb-intws089; mumb-intws097; rjyb-intws005"
"DSGEOLINTRP","2026-03-24","51 (51.02)","237 (237.00)","237","74","AAAB-GPSWS04; AAAB-INTWS113; CHNB-INTWS021; DDNB-FRBWS119; DDNI-GEOLD408; DDNI-GEOWS060; DDNI-GEOWS114; DDNI-GEOWS135; DDNI-GEOWS151; DDNI-GEOWS174; DDNI-GEOWS178; DDNI-GEOWS196; DDNI-GEOWS212; DDNI-GEOWS217; DDNI-GEOWS219; DDNI-GEOWS237; MUMB-INTWS003; MUMB-INTWS014; MUMB-INTWS044; MUMB-INTWS080; RJYB-INTWS006; RJYB-INTWS007; RJYB-INTWS008; RJYB-INTWS009; RJYB-INTWS010; RJYB-INTWS012; RJYB-INTWS013; RJYB-INTWS014; RJYB-INTWS015; RJYB-INTWS016; RJYB-INTWS019; RJYB-INTWS021; RJYB-INTWS023; RJYB-INTWS027; RJYB-INTWS029; RJYB-INTWS033; RJYB-INTWS037; RJYB-INTWS038; RJYB-INTWS052; brdb-intws101; brdb-intws103; brdb-intws110; brdb-intws111; brdb-intws114; brdb-intws116; brdb-intws118; brdb-intws119; brdb-intws120; brdb-intws123; brdb-intws124; brdb-intws128; brdb-intws129; brdb-intws130; brdb-intws131; brdb-intws134; brdb-intws135; brdb-intws136; brdb-intws138; brdb-intws139; chnb-intws001; chnb-intws003; chnb-intws005; chnb-intws006; chnb-intws009; chnb-intws010; chnb-intws012; chnb-intws014; chnb-intws017; chnb-intws018; kolb-intws227; mumb-intws046; mumb-intws049; mumb-intws076; mumb-intws090","74","AAAB-GPSWS04; AAAB-INTWS113; CHNB-INTWS021; DDNB-FRBWS119; DDNI-GEOLD408; DDNI-GEOWS060; DDNI-GEOWS114; DDNI-GEOWS135; DDNI-GEOWS151; DDNI-GEOWS174; DDNI-GEOWS178; DDNI-GEOWS196; DDNI-GEOWS212; DDNI-GEOWS217; DDNI-GEOWS219; DDNI-GEOWS237; MUMB-INTWS003; MUMB-INTWS014; MUMB-INTWS044; MUMB-INTWS080; RJYB-INTWS006; RJYB-INTWS007; RJYB-INTWS008; RJYB-INTWS009; RJYB-INTWS010; RJYB-INTWS012; RJYB-INTWS013; RJYB-INTWS014; RJYB-INTWS015; RJYB-INTWS016; RJYB-INTWS019; RJYB-INTWS021; RJYB-INTWS023; RJYB-INTWS027; RJYB-INTWS029; RJYB-INTWS033; RJYB-INTWS037; RJYB-INTWS038; RJYB-INTWS052; brdb-intws101; brdb-intws103; brdb-intws110; brdb-intws111; brdb-intws114; brdb-intws116; brdb-intws118; brdb-intws119; brdb-intws120; brdb-intws123; brdb-intws124; brdb-intws128; brdb-intws129; brdb-intws130; brdb-intws131; brdb-intws134; brdb-intws135; brdb-intws136; brdb-intws138; brdb-intws139; chnb-intws001; chnb-intws003; chnb-intws005; chnb-intws006; chnb-intws009; chnb-intws010; chnb-intws012; chnb-intws014; chnb-intws017; chnb-intws018; kolb-intws227; mumb-intws046; mumb-intws049; mumb-intws076; mumb-intws090"
"DSGEOLINTRP","2026-03-25","53 (52.58)","235 (235.28)","237","76","AAAB-GPSWS04; AAAB-INTWS113; AAAB-INTWS116; AAAB-INTWS132; CHNB-INTWS021; DDNB-FRBWS105; DDNB-FRBWS119; DDNI-GEOLD402; DDNI-GEOLD412; DDNI-GEOWS178; DDNI-GEOWS196; DDNI-GEOWS217; DDNI-GEOWS219; MUMB-INTWS003; MUMB-INTWS014; MUMB-INTWS044; MUMB-INTWS080; MUMB-INTWS098; RJYB-INTWS006; RJYB-INTWS007; RJYB-INTWS008; RJYB-INTWS009; RJYB-INTWS010; RJYB-INTWS011; RJYB-INTWS012; RJYB-INTWS013; RJYB-INTWS014; RJYB-INTWS015; RJYB-INTWS016; RJYB-INTWS019; RJYB-INTWS021; RJYB-INTWS023; RJYB-INTWS027; RJYB-INTWS028; RJYB-INTWS029; RJYB-INTWS033; RJYB-INTWS037; RJYB-INTWS038; brdb-intws101; brdb-intws103; brdb-intws105; brdb-intws111; brdb-intws114; brdb-intws116; brdb-intws119; brdb-intws121; brdb-intws123; brdb-intws124; brdb-intws125; brdb-intws128; brdb-intws129; brdb-intws131; brdb-intws133; brdb-intws136; brdb-intws138; brdb-intws139; chnb-intws005; chnb-intws006; chnb-intws010; chnb-intws011; chnb-intws012; chnb-intws014; chnb-intws017; chnb-intws018; chnb-intws026; chnb-intws027; kolb-intws212; kolb-intws216; kolb-intws227; mumb-intws043; mumb-intws046; mumb-intws049; mumb-intws079; mumb-intws082; mumb-intws085; mumb-intws086","76","AAAB-GPSWS04; AAAB-INTWS113; AAAB-INTWS116; AAAB-INTWS132; CHNB-INTWS021; DDNB-FRBWS105; DDNB-FRBWS119; DDNI-GEOLD402; DDNI-GEOLD412; DDNI-GEOWS178; DDNI-GEOWS196; DDNI-GEOWS217; DDNI-GEOWS219; MUMB-INTWS003; MUMB-INTWS014; MUMB-INTWS044; MUMB-INTWS080; MUMB-INTWS098; RJYB-INTWS006; RJYB-INTWS007; RJYB-INTWS008; RJYB-INTWS009; RJYB-INTWS010; RJYB-INTWS011; RJYB-INTWS012; RJYB-INTWS013; RJYB-INTWS014; RJYB-INTWS015; RJYB-INTWS016; RJYB-INTWS019; RJYB-INTWS021; RJYB-INTWS023; RJYB-INTWS027; RJYB-INTWS028; RJYB-INTWS029; RJYB-INTWS033; RJYB-INTWS037; RJYB-INTWS038; brdb-intws101; brdb-intws103; brdb-intws105; brdb-intws111; brdb-intws114; brdb-intws116; brdb-intws119; brdb-intws121; brdb-intws123; brdb-intws124; brdb-intws125; brdb-intws128; brdb-intws129; brdb-intws131; brdb-intws133; brdb-intws136; brdb-intws138; brdb-intws139; chnb-intws005; chnb-intws006; chnb-intws010; chnb-intws011; chnb-intws012; chnb-intws014; chnb-intws017; chnb-intws018; chnb-intws026; chnb-intws027; kolb-intws212; kolb-intws216; kolb-intws227; mumb-intws043; mumb-intws046; mumb-intws049; mumb-intws079; mumb-intws082; mumb-intws085; mumb-intws086"
"DSGEOLINTRP","2026-03-26","32 (32.33)","192 (192.15)","237","57","CHNB-INTWS021; DDNB-FRBWS110; DDNB-FRBWS119; DDNI-GEOWS219; MUMB-INTWS003; MUMB-INTWS007; MUMB-INTWS014; MUMB-INTWS044; MUMB-INTWS071; MUMB-INTWS080; MUMB-INTWS098; RJYB-INTWS006; RJYB-INTWS007; RJYB-INTWS008; RJYB-INTWS009; RJYB-INTWS010; RJYB-INTWS011; RJYB-INTWS013; RJYB-INTWS014; RJYB-INTWS015; RJYB-INTWS019; RJYB-INTWS021; RJYB-INTWS027; RJYB-INTWS029; RJYB-INTWS033; RJYB-INTWS037; RJYB-INTWS038; RJYB-INTWS045; brdb-intws101; brdb-intws103; brdb-intws110; brdb-intws111; brdb-intws116; brdb-intws119; brdb-intws124; brdb-intws128; brdb-intws129; brdb-intws132; brdb-intws136; brdb-intws139; chnb-intws004; chnb-intws005; chnb-intws006; chnb-intws010; chnb-intws011; chnb-intws014; chnb-intws017; chnb-intws018; chnb-intws026; chnb-intws027; kolb-intws202; kolb-intws212; kolb-intws216; mumb-intws049; mumb-intws073; mumb-intws090; mumb-intws091","57","CHNB-INTWS021; DDNB-FRBWS110; DDNB-FRBWS119; DDNI-GEOWS219; MUMB-INTWS003; MUMB-INTWS007; MUMB-INTWS014; MUMB-INTWS044; MUMB-INTWS071; MUMB-INTWS080; MUMB-INTWS098; RJYB-INTWS006; RJYB-INTWS007; RJYB-INTWS008; RJYB-INTWS009; RJYB-INTWS010; RJYB-INTWS011; RJYB-INTWS013; RJYB-INTWS014; RJYB-INTWS015; RJYB-INTWS019; RJYB-INTWS021; RJYB-INTWS027; RJYB-INTWS029; RJYB-INTWS033; RJYB-INTWS037; RJYB-INTWS038; RJYB-INTWS045; brdb-intws101; brdb-intws103; brdb-intws110; brdb-intws111; brdb-intws116; brdb-intws119; brdb-intws124; brdb-intws128; brdb-intws129; brdb-intws132; brdb-intws136; brdb-intws139; chnb-intws004; chnb-intws005; chnb-intws006; chnb-intws010; chnb-intws011; chnb-intws014; chnb-intws017; chnb-intws018; chnb-intws026; chnb-intws027; kolb-intws202; kolb-intws212; kolb-intws216; mumb-intws049; mumb-intws073; mumb-intws090; mumb-intws091"
"DSGEOLINTRP","2026-03-27","37 (36.67)","237 (237.00)","237","49","AAAB-GPSWS04; AAAB-INTWS115; AAAB-INTWS126; AAAB-INTWS136; AAAB-INTWS143; CHNB-INTWS021; DDNB-FRBWS110; DDNB-FRBWS119; DDNI-GEOWS114; DDNI-GEOWS196; DDNI-GEOWS219; MUMB-INTWS003; MUMB-INTWS007; MUMB-INTWS014; MUMB-INTWS044; MUMB-INTWS080; MUMB-INTWS083; MUMB-INTWS098; RJYB-INTWS009; RJYB-INTWS013; RJYB-INTWS014; RJYB-INTWS021; RJYB-INTWS037; brdb-intws101; brdb-intws105; brdb-intws114; brdb-intws121; brdb-intws128; brdb-intws129; brdb-intws134; brdb-intws137; chnb-intws004; chnb-intws005; chnb-intws006; chnb-intws009; chnb-intws010; chnb-intws011; chnb-intws014; chnb-intws017; chnb-intws018; chnb-intws026; chnb-intws027; kolb-intws202; kolb-intws216; mumb-intws043; mumb-intws049; mumb-intws079; mumb-intws090; mumb-intws091","49","AAAB-GPSWS04; AAAB-INTWS115; AAAB-INTWS126; AAAB-INTWS136; AAAB-INTWS143; CHNB-INTWS021; DDNB-FRBWS110; DDNB-FRBWS119; DDNI-GEOWS114; DDNI-GEOWS196; DDNI-GEOWS219; MUMB-INTWS003; MUMB-INTWS007; MUMB-INTWS014; MUMB-INTWS044; MUMB-INTWS080; MUMB-INTWS083; MUMB-INTWS098; RJYB-INTWS009; RJYB-INTWS013; RJYB-INTWS014; RJYB-INTWS021; RJYB-INTWS037; brdb-intws101; brdb-intws105; brdb-intws114; brdb-intws121; brdb-intws128; brdb-intws129; brdb-intws134; brdb-intws137; chnb-intws004; chnb-intws005; chnb-intws006; chnb-intws009; chnb-intws010; chnb-intws011; chnb-intws014; chnb-intws017; chnb-intws018; chnb-intws026; chnb-intws027; kolb-intws202; kolb-intws216; mumb-intws043; mumb-intws049; mumb-intws079; mumb-intws090; mumb-intws091"
"DSGEOLINTRP","2026-03-28","8 (8.32)","237 (237.00)","237","9","AAAB-INTWS115; DDNB-FRBWS119; DDNI-GEOWS135; DDNI-GEOWS219; MUMB-INTWS080; RJYB-INTWS013; RJYB-INTWS014; RJYB-INTWS021; RJYB-INTWS037","9","AAAB-INTWS115; DDNB-FRBWS119; DDNI-GEOWS135; DDNI-GEOWS219; MUMB-INTWS080; RJYB-INTWS013; RJYB-INTWS014; RJYB-INTWS021; RJYB-INTWS037"
"DSGEOLINTRP","2026-03-29","7 (7.23)","237 (237.00)","237","8","DDNB-FRBWS119; DDNI-GEOWS219; MUMB-INTWS080; RJYB-INTWS010; RJYB-INTWS013; RJYB-INTWS014; RJYB-INTWS021; RJYB-INTWS037","8","DDNB-FRBWS119; DDNI-GEOWS219; MUMB-INTWS080; RJYB-INTWS010; RJYB-INTWS013; RJYB-INTWS014; RJYB-INTWS021; RJYB-INTWS037"
"DSGEOLINTRP","2026-03-30","18 (17.65)","112 (112.05)","237","36","AAAB-INTWS113; AAAB-INTWS126; AAAB-INTWS143; CHNB-INTWS021; DDNB-FRBWS110; DDNI-GEOWS114; DDNI-GEOWS206; MUMB-INTWS004; MUMB-INTWS008; MUMB-INTWS031; MUMB-INTWS042; MUMB-INTWS080; RJYB-INTWS007; RJYB-INTWS008; RJYB-INTWS012; RJYB-INTWS014; RJYB-INTWS015; RJYB-INTWS016; RJYB-INTWS027; RJYB-INTWS033; RJYB-INTWS041; brdb-intws114; brdb-intws126; brdb-intws129; brdb-intws135; brdb-intws137; chnb-intws005; chnb-intws006; chnb-intws010; chnb-intws011; chnb-intws014; chnb-intws017; kolb-intws212; mumb-intws074; mumb-intws086; mumb-intws095","36","AAAB-INTWS113; AAAB-INTWS126; AAAB-INTWS143; CHNB-INTWS021; DDNB-FRBWS110; DDNI-GEOWS114; DDNI-GEOWS206; MUMB-INTWS004; MUMB-INTWS008; MUMB-INTWS031; MUMB-INTWS042; MUMB-INTWS080; RJYB-INTWS007; RJYB-INTWS008; RJYB-INTWS012; RJYB-INTWS014; RJYB-INTWS015; RJYB-INTWS016; RJYB-INTWS027; RJYB-INTWS033; RJYB-INTWS041; brdb-intws114; brdb-intws126; brdb-intws129; brdb-intws135; brdb-intws137; chnb-intws005; chnb-intws006; chnb-intws010; chnb-intws011; chnb-intws014; chnb-intws017; kolb-intws212; mumb-intws074; mumb-intws086; mumb-intws095"
"DSGEOLINTRP","2026-03-31","27 (26.53)","237 (237.00)","237","31","AAAB-INTWS113; AAAB-INTWS123; CHNB-INTWS021; MUMB-INTWS042; RJYB-INTWS006; RJYB-INTWS007; RJYB-INTWS008; RJYB-INTWS010; RJYB-INTWS012; RJYB-INTWS013; RJYB-INTWS014; RJYB-INTWS015; RJYB-INTWS016; RJYB-INTWS019; RJYB-INTWS023; RJYB-INTWS027; RJYB-INTWS028; RJYB-INTWS033; RJYB-INTWS036; RJYB-INTWS041; RJYB-INTWS045; chnb-intws004; chnb-intws005; chnb-intws006; chnb-intws009; chnb-intws010; chnb-intws011; chnb-intws014; chnb-intws017; chnb-intws026; chnb-intws027","31","AAAB-INTWS113; AAAB-INTWS123; CHNB-INTWS021; MUMB-INTWS042; RJYB-INTWS006; RJYB-INTWS007; RJYB-INTWS008; RJYB-INTWS010; RJYB-INTWS012; RJYB-INTWS013; RJYB-INTWS014; RJYB-INTWS015; RJYB-INTWS016; RJYB-INTWS019; RJYB-INTWS023; RJYB-INTWS027; RJYB-INTWS028; RJYB-INTWS033; RJYB-INTWS036; RJYB-INTWS041; RJYB-INTWS045; chnb-intws004; chnb-intws005; chnb-intws006; chnb-intws009; chnb-intws010; chnb-intws011; chnb-intws014; chnb-intws017; chnb-intws026; chnb-intws027"
